"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52new.ISO_4"	"CS52old.ISO_4a"	"CS52old.ISO_4b"
"ENSG00000235829"	"TBCAP2"	326	0	0	0
"ENSG00000175147"	"TMEM51-AS1"	7873	198	2	14
"ENSG00000171729"	"TMEM51"	2240	1657	130	144
"ENSG00000204464"	"C1orf195"	559	0	0	0
"ENSG00000215720"	"AL035405.1"	710	0	0	0
"ENSG00000278480"	"AL391094.1"	966	7	1	0
"ENSG00000142621"	"FHAD1"	12805	112	4	13
"ENSG00000233485"	"AL031283.2"	3105	0	0	0
"ENSG00000236045"	"AL031283.3"	727	1	0	0
"ENSG00000228140"	"AL031283.1"	5178	5	1	0
"ENSG00000142634"	"EFHD2"	2531	3404	302	539
"ENSG00000162438"	"CTRC"	3486	1	2	0
"ENSG00000142615"	"CELA2A"	1519	0	2	2
"ENSG00000215704"	"CELA2B"	1457	0	1	2
"ENSG00000132906"	"CASP9"	5269	298	82	119
"ENSG00000116138"	"DNAJC16"	8563	701	749	871
"ENSG00000251866"	"SCARNA21B"	140	0	0	0
"ENSG00000272510"	"AL121992.3"	346	0	0	0
"ENSG00000116771"	"AGMAT"	2500	27	3	10
"ENSG00000237301"	"AL121992.1"	2845	0	0	0
"ENSG00000235084"	"CHCHD2P6"	447	1	0	4
"ENSG00000252417"	"RNU7-179P"	68	0	0	0
"ENSG00000236500"	"CD24P1"	225	0	0	0
"ENSG00000197312"	"DDI2"	12136	2903	1021	1487
"ENSG00000215695"	"RSC1A1"	1854	0	0	0
"ENSG00000271742"	"AL121992.2"	256	1	0	0
"ENSG00000116786"	"PLEKHM2"	4122	3001	1355	1477
"ENSG00000237938"	"AL450998.2"	1533	2	0	0
"ENSG00000162461"	"SLC25A34"	3195	22	11	13
"ENSG00000224459"	"SLC25A34-AS1"	639	0	0	0
"ENSG00000162460"	"TMEM82"	1520	0	0	0
"ENSG00000162458"	"FBLIM1"	4716	36	535	424
"ENSG00000224321"	"RPL12P14"	490	0	1	2
"ENSG00000233954"	"UQCRHL"	2180	99	73	104
"ENSG00000178715"	"AL450998.1"	438	5	4	3
"ENSG00000179743"	"FLJ37453"	2473	55	25	33
"ENSG00000065526"	"SPEN"	13294	2458	3802	2311
"ENSG00000270620"	"AL034555.1"	211	0	0	0
"ENSG00000116809"	"ZBTB17"	4240	356	158	200
"ENSG00000234607"	"AL355994.4"	563	0	0	0
"ENSG00000231353"	"AL355994.1"	260	0	0	0
"ENSG00000275503"	"AL355994.5"	236	0	0	0
"ENSG00000224966"	"TBC1D3P6"	962	0	0	0
"ENSG00000183888"	"SRARP"	3039	0	0	0
"ENSG00000233078"	"AL355994.3"	466	0	0	0
"ENSG00000173641"	"HSPB7"	3910	3	303	347
"ENSG00000186510"	"CLCNKA"	3476	13	10	18
"ENSG00000232456"	"AL355994.2"	704	0	0	0
"ENSG00000184908"	"CLCNKB"	2939	0	13	26
"ENSG00000185519"	"FAM131C"	1701	0	0	4
"ENSG00000142627"	"EPHA2"	4159	84	3053	439
"ENSG00000227959"	"AL451042.2"	904	1	4	1
"ENSG00000224621"	"AL451042.1"	544	1	1	1
"ENSG00000234166"	"ARHGEF19-AS1"	439	1	0	0
"ENSG00000142632"	"ARHGEF19"	3745	38	178	216
"ENSG00000237276"	"ANO7L1"	1990	20	6	9
"ENSG00000132881"	"CPLANE2"	1545	46	25	54
"ENSG00000233929"	"MT1XP1"	186	0	1	0
"ENSG00000037637"	"FBXO42"	8984	1175	798	761
"ENSG00000055070"	"SZRD1"	4747	2474	1573	1617
"ENSG00000226457"	"RPL22P3"	381	4	6	7
"ENSG00000187144"	"SPATA21"	4506	4	7	10
"ENSG00000157191"	"NECAP2"	5559	2084	557	1152
"ENSG00000226029"	"LINC01772"	3245	64	29	55
"ENSG00000080947"	"CROCCP3"	6813	68	54	146
"ENSG00000206652"	"RNU1-1"	164	0	0	0
"ENSG00000261135"	"AL137802.2"	1110	0	1	1
"ENSG00000285853"	"AL137802.3"	1558	0	0	0
"ENSG00000224174"	"AL137802.1"	327	0	0	0
"ENSG00000233421"	"LINC01783"	2068	0	0	0
"ENSG00000277344"	"RNU1-6P"	144	0	0	0
"ENSG00000225710"	"AL355149.1"	882	0	0	1
"ENSG00000219481"	"NBPF1"	12212	351	188	360
"ENSG00000271732"	"AL137798.1"	339	0	0	1
"ENSG00000215908"	"CROCCP2"	5606	316	134	232
"ENSG00000283773"	"AL137798.3"	166	0	0	0
"ENSG00000186301"	"MST1P2"	2291	8	24	28
"ENSG00000282143"	"AL137798.2"	817	0	0	0
"ENSG00000207513"	"RNU1-3"	164	0	0	0
"ENSG00000280114"	"AL021920.2"	1351	0	0	0
"ENSG00000236698"	"EIF1AXP1"	435	5	12	8
"ENSG00000268869"	"ESPNP"	3178	0	0	0
"ENSG00000279151"	"AL021920.1"	406	0	0	1
"ENSG00000282740"	"AL021920.3"	819	0	0	0
"ENSG00000058453"	"CROCC"	8871	85	125	158
"ENSG00000227684"	"CROCCP4"	762	0	0	0
"ENSG00000207389"	"RNU1-4"	164	0	0	0
"ENSG00000186715"	"MST1L"	5298	6	4	8
"ENSG00000223643"	"BX284668.1"	837	0	0	0
"ENSG00000230239"	"BX284668.3"	882	0	0	0
"ENSG00000263811"	"MIR3675"	73	0	0	0
"ENSG00000228549"	"BX284668.2"	2963	0	0	0
"ENSG00000277234"	"RNU1-5P"	144	0	0	0
"ENSG00000238142"	"BX284668.5"	508	18	14	21
"ENSG00000235241"	"BX284668.4"	508	0	0	0
"ENSG00000207005"	"RNU1-2"	164	0	0	0
"ENSG00000272426"	"BX284668.6"	438	0	0	1
"ENSG00000117122"	"MFAP2"	2915	6	1364	1697
"ENSG00000226526"	"AL049569.1"	636	1	2	0
"ENSG00000159363"	"ATP13A2"	5253	269	217	247
"ENSG00000117118"	"SDHB"	2462	2027	694	838
"ENSG00000117115"	"PADI2"	5984	5715	148	119
"ENSG00000204362"	"AL590644.1"	4676	0	5	5
"ENSG00000282843"	"AL590644.3"	1228	0	1	0
"ENSG00000142623"	"PADI1"	4903	0	11	8
"ENSG00000142619"	"PADI3"	3189	0	0	0
"ENSG00000266634"	"MIR3972"	87	0	0	0
"ENSG00000159339"	"PADI4"	2971	0	0	0
"ENSG00000276747"	"PADI6"	2396	0	0	0
"ENSG00000227751"	"AC004824.1"	311	11	2	7
"ENSG00000179051"	"RCC2"	4126	3841	1771	1469
"ENSG00000074964"	"ARHGEF10L"	7817	51	171	382
"ENSG00000236648"	"AL136529.1"	610	0	0	0
"ENSG00000117148"	"ACTL8"	1864	0	0	0
"ENSG00000284653"	"AL357509.1"	2013	0	0	0
"ENSG00000261781"	"LINC01654"	2471	0	0	0
"ENSG00000117154"	"IGSF21"	3085	3	17	42
"ENSG00000280222"	"AL365209.1"	6473	1	0	0
"ENSG00000230035"	"IGSF21-AS1"	430	0	0	0
"ENSG00000225387"	"AL591896.1"	491	0	4	13
"ENSG00000179023"	"KLHDC7A"	5145	0	0	1
"ENSG00000235282"	"DYNLL1P3"	266	0	0	0
"ENSG00000225478"	"AL031737.1"	223	0	0	0
"ENSG00000009709"	"PAX7"	6313	0	0	0
"ENSG00000179002"	"TAS1R2"	2542	0	0	0
"ENSG00000255275"	"AL080251.1"	4369	0	0	0
"ENSG00000159423"	"ALDH4A1"	3689	83	19	35
"ENSG00000265606"	"MIR4695"	74	0	0	0
"ENSG00000221662"	"MIR1290"	78	0	0	0
"ENSG00000169991"	"IFFO2"	6188	37	292	157
"ENSG00000272084"	"AL137127.1"	3402	5	10	8
"ENSG00000127481"	"UBR4"	24675	4415	11893	10234
"ENSG00000230424"	"AL035413.1"	507	6	36	48
"ENSG00000127463"	"EMC1"	9623	1304	2752	3054
"ENSG00000053372"	"MRTO4"	2822	854	326	440
"ENSG00000211454"	"AKR7L"	2768	22	9	10
"ENSG00000162482"	"AKR7A3"	1710	21	7	10
"ENSG00000270728"	"AL035413.2"	525	1	0	0
"ENSG00000053371"	"AKR7A2"	1781	844	269	359
"ENSG00000200403"	"RNU6-1099P"	107	7	1	6
"ENSG00000040487"	"PQLC2"	2686	1509	152	209
"ENSG00000077549"	"CAPZB"	3238	9625	2398	3916
"ENSG00000240490"	"RN7SL277P"	288	0	0	0
"ENSG00000173436"	"MINOS1"	5480	287	83	129
"ENSG00000201609"	"RNU4-28P"	141	3	0	0
"ENSG00000235185"	"AL031727.2"	207	0	0	0
"ENSG00000158747"	"NBL1"	3596	195	107	123
"ENSG00000270136"	"MINOS1-NBL1"	1276	0	0	0
"ENSG00000226396"	"AL031727.1"	455	54	63	58
"ENSG00000158748"	"HTR6"	1984	2	0	0
"ENSG00000162542"	"TMCO4"	4054	118	51	74
"ENSG00000178828"	"RNF186"	1250	0	0	0
"ENSG00000235434"	"AL391883.1"	447	0	0	0
"ENSG00000169914"	"OTUD3"	6767	317	868	820
"ENSG00000188784"	"PLA2G2E"	785	0	0	0
"ENSG00000242688"	"RN7SL304P"	301	0	0	0
"ENSG00000188257"	"PLA2G2A"	1685	1	43	29
"ENSG00000127472"	"PLA2G5"	2607	0	0	0
"ENSG00000117215"	"PLA2G2D"	2681	0	0	0
"ENSG00000158786"	"PLA2G2F"	6440	0	0	0
"ENSG00000227066"	"Z98257.1"	2639	15	0	0
"ENSG00000187980"	"PLA2G2C"	3298	0	0	1
"ENSG00000225986"	"UBXN10-AS1"	510	0	0	0
"ENSG00000162543"	"UBXN10"	5571	7	4	10
"ENSG00000228105"	"LINC01757"	480	0	0	0
"ENSG00000284710"	"Z98257.2"	1639	0	0	0
"ENSG00000158816"	"VWA5B1"	6377	0	9	37
"ENSG00000226664"	"AL020998.1"	229	0	0	0
"ENSG00000236963"	"LINC01141"	3394	0	0	0
"ENSG00000226487"	"AL139254.1"	376	0	0	0
"ENSG00000284641"	"AL139254.2"	1340	0	0	0
"ENSG00000284743"	"AL139254.3"	674	0	0	0
"ENSG00000162545"	"CAMK2N1"	2615	6	1112	1214
"ENSG00000090432"	"MUL1"	2438	820	439	504
"ENSG00000215520"	"RPS4XP4"	763	0	0	0
"ENSG00000183114"	"FAM43B"	2572	0	5	11
"ENSG00000158825"	"CDA"	963	0	0	1
"ENSG00000158828"	"PINK1"	4836	897	719	750
"ENSG00000284005"	"MIR6084"	110	0	0	0
"ENSG00000117242"	"PINK1-AS"	4443	239	364	469
"ENSG00000244038"	"DDOST"	2721	4053	6388	7276
"ENSG00000117245"	"KIF17"	4470	45	59	84
"ENSG00000235432"	"AL663074.2"	479	0	1	0
"ENSG00000189410"	"SH2D5"	4423	2	55	28
"ENSG00000233069"	"AL663074.1"	299	0	0	0
"ENSG00000127483"	"HP1BP3"	7442	3752	4813	5246
"ENSG00000075151"	"EIF4G3"	9596	4064	3861	4487
"ENSG00000251914"	"RNU7-200P"	62	0	0	0
"ENSG00000221808"	"MIR1256"	119	0	0	0
"ENSG00000233072"	"RPS15AP6"	385	6	0	0
"ENSG00000236073"	"AL627311.1"	115	0	1	1
"ENSG00000235112"	"HSPE1P27"	296	0	0	0
"ENSG00000117298"	"ECE1"	7333	61	1091	1281
"ENSG00000236936"	"AL031005.1"	723	0	0	0
"ENSG00000231105"	"AL031728.1"	2479	0	1	5
"ENSG00000236216"	"PPP1R11P1"	376	1	0	0
"ENSG00000228823"	"AL592309.1"	649	0	0	0
"ENSG00000236009"	"AL592309.2"	761	0	0	0
"ENSG00000227001"	"NBPF2P"	661	4	10	3
"ENSG00000187952"	"HS6ST1P1"	1234	0	0	0
"ENSG00000186543"	"CROCCP5"	830	0	0	0
"ENSG00000142794"	"NBPF3"	6812	7	56	108
"ENSG00000176378"	"PFN1P10"	327	0	0	0
"ENSG00000162551"	"ALPL"	3007	4	22	11
"ENSG00000233431"	"LINC02596"	821	0	0	0
"ENSG00000076864"	"RAP1GAP"	5755	0	60	63
"ENSG00000090686"	"USP48"	9497	1732	2130	2776
"ENSG00000231978"	"AL590103.1"	307	0	0	0
"ENSG00000187942"	"LDLRAD2"	4490	4	36	71
"ENSG00000142798"	"HSPG2"	18104	148	5729	6574
"ENSG00000232037"	"AL590556.1"	483	1	0	1
"ENSG00000283234"	"AL590556.2"	1162	0	0	0
"ENSG00000219073"	"CELA3B"	1541	0	0	0
"ENSG00000285959"	"AL590556.3"	1611	0	0	0
"ENSG00000273610"	"RN7SL386P"	297	0	0	0
"ENSG00000201919"	"RNU6-1022P"	104	0	0	0
"ENSG00000142789"	"CELA3A"	1224	0	0	0
"ENSG00000278124"	"RN7SL186P"	297	0	0	0
"ENSG00000201273"	"RNU6-776P"	104	0	0	0
"ENSG00000228397"	"LINC01635"	1126	6	1	2
"ENSG00000218510"	"LINC00339"	3764	157	47	140
"ENSG00000285721"	"AL031281.2"	10598	37	41	47
"ENSG00000285752"	"AL031281.3"	2574	4	3	0
"ENSG00000285794"	"AL031281.4"	222	0	0	0
"ENSG00000070831"	"CDC42"	3598	70	37	27
"ENSG00000230068"	"CDC42-IT1"	692	2	2	6
"ENSG00000271428"	"AL031281.1"	488	0	0	0
"ENSG00000162552"	"WNT4"	4527	0	37	16
"ENSG00000285873"	"AL445253.1"	811	0	6	0
"ENSG00000266564"	"MIR4418"	62	0	0	0
"ENSG00000234397"	"PPIAP34"	492	0	0	0
"ENSG00000279625"	"AL591122.1"	1853	0	0	0
"ENSG00000184677"	"ZBTB40"	9169	1394	680	985
"ENSG00000237200"	"ZBTB40-IT1"	273	5	11	6
"ENSG00000070886"	"EPHA8"	5358	0	1	0
"ENSG00000276835"	"MIR6127"	109	0	0	0
"ENSG00000173372"	"C1QA"	1272	6652	3	1646
"ENSG00000159189"	"C1QC"	1335	19565	9	2123
"ENSG00000173369"	"C1QB"	1601	15543	6	871
"ENSG00000133216"	"EPHB2"	12516	1000	252	132
"ENSG00000265422"	"MIR4684"	82	0	0	0
"ENSG00000225952"	"AL512444.1"	480	0	0	0
"ENSG00000264014"	"MIR4253"	68	0	0	0
"ENSG00000215906"	"LACTBL1"	1641	0	0	0
"ENSG00000227868"	"TEX46"	658	0	1	0
"ENSG00000004487"	"KDM1A"	5440	1564	2127	2311
"ENSG00000240553"	"AL031428.1"	666	0	0	0
"ENSG00000263793"	"MIR3115"	68	0	0	0
"ENSG00000266802"	"MIR4419A"	77	0	0	0
"ENSG00000169641"	"LUZP1"	9658	1766	1783	1142
"ENSG00000229010"	"AL161672.1"	818	0	0	0
"ENSG00000206935"	"RNU6-514P"	107	0	0	0
"ENSG00000252578"	"RNU6-135P"	101	0	0	0
"ENSG00000179546"	"HTR1D"	2835	1	19	6
"ENSG00000215381"	"AL109936.1"	460	1	0	0
"ENSG00000261326"	"LINC01355"	5445	127	157	216
"ENSG00000284726"	"AL109936.6"	604	0	0	0
"ENSG00000125944"	"HNRNPR"	8676	3184	2847	3752
"ENSG00000125945"	"ZNF436"	4392	178	572	587
"ENSG00000249087"	"ZNF436-AS1"	2655	15	43	62
"ENSG00000201405"	"RF00019"	93	0	0	0
"ENSG00000271420"	"AL109936.2"	650	0	4	7
"ENSG00000204219"	"TCEA3"	3515	5	258	544
"ENSG00000232482"	"AL357134.1"	426	0	0	0
"ENSG00000088280"	"ASAP3"	4988	8	510	707
"ENSG00000007968"	"E2F2"	5457	50	5	14
"ENSG00000235052"	"AL021154.1"	456	0	0	1
"ENSG00000117318"	"ID3"	1797	182	203	66
"ENSG00000285802"	"AL450043.1"	1322	0	0	0
"ENSG00000197880"	"MDS2"	2142	0	1	0
"ENSG00000229239"	"AL451000.1"	1186	0	0	0
"ENSG00000142676"	"RPL11"	2659	19293	15141	19496
"ENSG00000011007"	"ELOA"	5391	1815	2549	1853
"ENSG00000236810"	"ELOA-AS1"	1347	43	27	90
"ENSG00000057757"	"PITHD1"	2186	1413	959	837
"ENSG00000011009"	"LYPLA2"	2196	416	209	191
"ENSG00000117308"	"GALE"	3978	1244	236	379
"ENSG00000117305"	"HMGCL"	5658	1015	349	760
"ENSG00000179163"	"FUCA1"	2047	10989	573	4332
"ENSG00000188822"	"CNR2"	5254	86	2	2
"ENSG00000229106"	"BTBD6P1"	1267	6	0	1
"ENSG00000232557"	"AL590609.3"	210	0	0	0
"ENSG00000264926"	"MIR378F"	78	0	0	0
"ENSG00000230228"	"AL590609.2"	368	1	0	0
"ENSG00000189266"	"PNRC2"	2779	1416	968	1327
"ENSG00000188529"	"SRSF10"	10277	2679	2878	3137
"ENSG00000215905"	"AL590609.1"	328	2	0	0
"ENSG00000225315"	"AL591178.1"	454	0	1	0
"ENSG00000142661"	"MYOM3"	9254	0	2	0
"ENSG00000230703"	"AL591178.2"	461	0	0	0
"ENSG00000142677"	"IL22RA1"	2798	0	0	1
"ENSG00000185436"	"IFNLR1"	4923	594	1	0
"ENSG00000230023"	"AL590683.1"	1849	3	0	0
"ENSG00000232298"	"AL138902.1"	856	0	0	0
"ENSG00000158055"	"GRHL3"	3940	4	6	7
"ENSG00000001460"	"STPG1"	8511	41	100	79
"ENSG00000001461"	"NIPAL3"	9404	432	2366	2619
"ENSG00000117602"	"RCAN3"	7077	372	495	634
"ENSG00000264443"	"AL445686.2"	1445	1	0	3
"ENSG00000184454"	"NCMAP"	4122	0	7	5
"ENSG00000227312"	"AL445686.1"	348	0	0	0
"ENSG00000239106"	"RF00019"	103	0	0	0
"ENSG00000133226"	"SRRM1"	8168	3177	6249	5980
"ENSG00000284699"	"AL445648.1"	886	0	0	0
"ENSG00000169504"	"CLIC4"	4495	2236	11583	11984
"ENSG00000238482"	"RNU6-1208P"	107	0	0	0
"ENSG00000020633"	"RUNX3"	4523	6870	3	150
"ENSG00000278034"	"MIR6731"	72	5	0	0
"ENSG00000229162"	"AL445471.1"	820	23	0	0
"ENSG00000261025"	"AL445471.2"	2443	3	0	0
"ENSG00000264371"	"MIR4425"	84	0	0	0
"ENSG00000285823"	"AL050344.2"	1431	2	0	0
"ENSG00000233755"	"AL050344.1"	863	3	0	1
"ENSG00000233419"	"AL121994.1"	402	0	0	0
"ENSG00000231953"	"AL031432.1"	988	0	0	0
"ENSG00000117614"	"SYF2"	3370	1645	1206	1479
"ENSG00000284602"	"AL031432.4"	2190	31	4	43
"ENSG00000284657"	"AL031432.5"	760	5	3	11
"ENSG00000117616"	"RSRP1"	6804	1787	4218	5809
"ENSG00000272432"	"AL031432.3"	485	2	1	2
"ENSG00000261349"	"AL031432.2"	459	3	7	13
"ENSG00000187010"	"RHD"	3313	0	0	0
"ENSG00000224183"	"SDHDP6"	480	2	2	1
"ENSG00000259984"	"AL928711.1"	459	2	4	1
"ENSG00000183726"	"TMEM50A"	3410	2638	1838	2183
"ENSG00000188672"	"RHCE"	2433	2	33	84
"ENSG00000238084"	"AL031284.1"	478	0	1	0
"ENSG00000204178"	"MACO1"	3979	924	1626	1525
"ENSG00000157978"	"LDLRAP1"	5397	190	424	590
"ENSG00000225643"	"AL606491.1"	483	0	22	17
"ENSG00000117643"	"MAN1C1"	9026	80	359	821
"ENSG00000233478"	"AL031280.1"	2224	0	0	0
"ENSG00000162430"	"SELENON"	4424	869	954	1073
"ENSG00000255054"	"AL020996.2"	792	0	0	0
"ENSG00000228172"	"AL020996.1"	2793	28	5	6
"ENSG00000117640"	"MTFR1L"	5817	1124	654	1066
"ENSG00000272478"	"AL020996.3"	222	0	0	0
"ENSG00000127423"	"AUNIP"	2408	68	20	21
"ENSG00000236528"	"AL033528.2"	849	4	1	4
"ENSG00000182749"	"PAQR7"	3297	336	309	383
"ENSG00000207302"	"RF00019"	110	0	0	0
"ENSG00000117632"	"STMN1"	6261	2964	2244	2871
"ENSG00000229786"	"SNRPFP2"	251	0	0	0
"ENSG00000223624"	"AL033528.1"	140	0	0	0
"ENSG00000283938"	"MIR3917"	93	0	0	0
"ENSG00000158006"	"PAFAH2"	3835	564	148	381
"ENSG00000207237"	"RNU6-110P"	104	0	0	0
"ENSG00000252190"	"RF00492"	125	0	0	0
"ENSG00000252691"	"RF00283"	84	0	0	0
"ENSG00000158008"	"EXTL1"	4537	55	72	45
"ENSG00000158014"	"SLC30A2"	3498	0	4	13
"ENSG00000284309"	"AL391650.2"	941	0	0	0
"ENSG00000158022"	"TRIM63"	2573	1	264	166
"ENSG00000175087"	"PDIK1L"	4535	411	242	364
"ENSG00000197245"	"FAM110D"	2858	0	2	0
"ENSG00000282872"	"C1orf232"	761	0	0	0
"ENSG00000236782"	"AL391650.1"	2073	3	0	0
"ENSG00000142684"	"ZNF593"	769	177	95	111
"ENSG00000142675"	"CNKSR1"	4043	2	10	2
"ENSG00000188782"	"CATSPER4"	2030	0	0	0
"ENSG00000236155"	"AL355877.1"	3191	5	0	0
"ENSG00000278572"	"AL355877.3"	899	1	0	0
"ENSG00000130695"	"CEP85"	5145	433	277	231
"ENSG00000270733"	"AL355877.2"	358	0	0	0
"ENSG00000142669"	"SH3BGRL3"	1786	4095	1266	870
"ENSG00000158062"	"UBXN11"	4704	486	51	125
"ENSG00000169442"	"CD52"	935	2604	1	7
"ENSG00000176092"	"CRYBG2"	6895	0	1	0
"ENSG00000225854"	"AL451139.1"	346	0	0	0
"ENSG00000176083"	"ZNF683"	2379	0	0	0
"ENSG00000131914"	"LIN28A"	4008	0	0	1
"ENSG00000117682"	"DHDDS"	5596	949	811	1032
"ENSG00000223583"	"AL513365.1"	535	3	1	0
"ENSG00000225891"	"AL513365.2"	529	1	1	2
"ENSG00000198830"	"HMGN2"	2509	1748	1195	1982
"ENSG00000224129"	"DPPA2P2"	897	0	0	0
"ENSG00000117676"	"RPS6KA1"	5884	4592	217	405
"ENSG00000238705"	"MIR1976"	52	0	0	0
"ENSG00000243905"	"RN7SL679P"	304	0	0	1
"ENSG00000252802"	"RF00019"	102	0	0	0
"ENSG00000252429"	"RNU7-29P"	64	0	0	0
"ENSG00000229247"	"AL627313.1"	238	0	0	0
"ENSG00000238316"	"RF01210"	104	0	0	0
"ENSG00000235069"	"AL627082.1"	235	0	0	0
"ENSG00000260063"	"AL512408.1"	2000	6	1	6
"ENSG00000117713"	"ARID1A"	15928	2854	1815	2362
"ENSG00000060642"	"PIGV"	3382	263	125	225
"ENSG00000241188"	"RN7SL165P"	291	0	0	0
"ENSG00000204160"	"ZDHHC18"	5436	2030	553	558
"ENSG00000175793"	"SFN"	1320	0	8	2
"ENSG00000226698"	"AL034380.1"	306	1	0	2
"ENSG00000142751"	"GPN2"	4979	674	569	610
"ENSG00000198746"	"GPATCH3"	2225	407	142	218
"ENSG00000090273"	"NUDC"	2856	1312	1003	1042
"ENSG00000131910"	"NR0B2"	1156	0	0	0
"ENSG00000175707"	"KDF1"	1793	0	0	1
"ENSG00000172746"	"RPL12P13"	497	4	3	3
"ENSG00000224064"	"AL356390.1"	397	0	0	0
"ENSG00000225294"	"OSTCP2"	444	0	1	4
"ENSG00000253368"	"TRNP1"	1976	6	249	453
"ENSG00000158246"	"TENT5B"	2368	8	144	43
"ENSG00000090020"	"SLC9A1"	5974	694	759	821
"ENSG00000229985"	"AL590640.2"	527	0	0	0
"ENSG00000214973"	"CHCHD3P3"	640	6	3	2
"ENSG00000225159"	"NPM1P39"	867	22	25	33
"ENSG00000225990"	"SNRPEP7"	220	0	0	0
"ENSG00000224311"	"AL590640.1"	379	0	0	0
"ENSG00000142784"	"WDTC1"	6024	968	640	744
"ENSG00000252098"	"RF00019"	104	0	0	0
"ENSG00000243659"	"FO393419.3"	282	2	0	3
"ENSG00000186501"	"TMEM222"	4476	453	226	315
"ENSG00000206888"	"RNU6-48P"	107	3	0	3
"ENSG00000241547"	"ACTG1P20"	468	9	6	6
"ENSG00000142765"	"SYTL1"	5584	11	38	59
"ENSG00000142733"	"MAP3K6"	4951	18	355	314
"ENSG00000142748"	"FCN3"	2167	0	0	0
"ENSG00000174950"	"CD164L2"	2041	0	1	0
"ENSG00000231207"	"FO393419.1"	355	0	0	0
"ENSG00000181773"	"GPR3"	2115	18	53	28
"ENSG00000158195"	"WASF2"	5676	4818	3035	4344
"ENSG00000241169"	"FO393419.2"	428	0	0	0
"ENSG00000237429"	"BX293535.1"	283	9	6	15
"ENSG00000126705"	"AHDC1"	8297	219	1164	1015
"ENSG00000000938"	"FGR"	3474	515	0	50
"ENSG00000235912"	"AL031729.1"	192	11	4	2
"ENSG00000233975"	"LINC02574"	441	0	0	0
"ENSG00000126709"	"IFI6"	865	262	776	695
"ENSG00000225886"	"AL445490.1"	1651	1	0	0
"ENSG00000206767"	"RNU6-949P"	107	0	0	0
"ENSG00000226662"	"CHMP1AP1"	662	0	0	0
"ENSG00000207095"	"RNU6-424P"	105	0	0	0
"ENSG00000009780"	"FAM76A"	4034	261	164	262
"ENSG00000231344"	"AL020997.1"	349	2	0	1
"ENSG00000230833"	"RPEP3"	676	0	0	0
"ENSG00000117758"	"STX12"	3846	2209	1060	1933
"ENSG00000269971"	"AL020997.2"	184	0	1	1
"ENSG00000270031"	"AL020997.3"	359	5	3	0
"ENSG00000223062"	"RNU6-1245P"	106	0	0	0
"ENSG00000117751"	"PPP1R8"	2819	1065	640	900
"ENSG00000252947"	"SCARNA1"	166	0	0	0
"ENSG00000130775"	"THEMIS2"	4621	434	1	81
"ENSG00000117748"	"RPA2"	2019	1348	343	629
"ENSG00000130768"	"SMPDL3B"	2670	5	4	1
"ENSG00000227050"	"AL512288.1"	491	0	0	0
"ENSG00000158156"	"XKR8"	2743	175	140	178
"ENSG00000158161"	"EYA3"	6483	1006	551	637
"ENSG00000238231"	"AL512288.2"	367	1	0	4
"ENSG00000240750"	"RN7SL559P"	297	8	0	4
"ENSG00000228589"	"SPCS2P4"	681	8	1	5
"ENSG00000228943"	"AL137792.2"	235	0	0	0
"ENSG00000214812"	"AL137792.1"	557	1	1	1
"ENSG00000253005"	"RNU6-176P"	105	0	0	0
"ENSG00000169403"	"PTAFR"	4706	2186	11	610
"ENSG00000126698"	"DNAJC8"	2888	4334	2010	2446
"ENSG00000130770"	"ATP5IF1"	2225	1240	951	1149
"ENSG00000270605"	"AL353622.1"	1945	59	9	63
"ENSG00000271398"	"AL353622.2"	425	0	0	0
"ENSG00000130766"	"SESN2"	3453	401	880	995
"ENSG00000130772"	"MED18"	2019	366	68	171
"ENSG00000204138"	"PHACTR4"	7322	1028	1162	913
"ENSG00000206779"	"RF00019"	101	0	0	0
"ENSG00000229820"	"CR391992.1"	394	0	1	1
"ENSG00000221216"	"RNU6ATAC27P"	119	0	3	0
"ENSG00000180198"	"RCC1"	3888	853	909	743
"ENSG00000242125"	"SNHG3"	4088	1050	382	430
"ENSG00000274266"	"SNORA73A"	206	0	0	0
"ENSG00000200087"	"SNORA73B"	204	33	8	23
"ENSG00000231468"	"PRDX3P2"	611	0	1	0
"ENSG00000279443"	"AL513497.1"	2083	27	50	18
"ENSG00000180098"	"TRNAU1AP"	4311	320	142	305
"ENSG00000197989"	"SNHG12"	4266	5020	475	459
"ENSG00000221539"	"SNORD99"	74	193	26	22
"ENSG00000278274"	"SNORA61"	130	0	0	0
"ENSG00000273544"	"SNORA44"	132	0	0	0
"ENSG00000280498"	"SNORA16A"	135	0	0	0
"ENSG00000274582"	"SNORA16A"	137	0	0	0
"ENSG00000120656"	"TAF12"	2337	616	527	768
"ENSG00000188060"	"RAB42"	2200	8855	71	326
"ENSG00000229388"	"LINC01715"	978	1	2	6
"ENSG00000270103"	"AL360012.1"	131	0	0	0
"ENSG00000274978"	"RNU11"	134	0	0	0
"ENSG00000162419"	"GMEB1"	6459	744	332	505
"ENSG00000252777"	"RF00422"	130	0	0	1
"ENSG00000198492"	"YTHDF2"	3859	1705	1315	1234
"ENSG00000116329"	"OPRD1"	9345	3	15	4
"ENSG00000233427"	"AL009181.1"	1085	7	2	1
"ENSG00000199756"	"RF00019"	110	0	0	0
"ENSG00000159023"	"EPB41"	19993	2556	1961	2874
