"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52old.ISO_3"
"ENSG00000058453"	"CROCC"	8871	312
"ENSG00000227684"	"CROCCP4"	762	0
"ENSG00000207389"	"RNU1-4"	164	0
"ENSG00000186715"	"MST1L"	5298	9
"ENSG00000223643"	"BX284668.1"	837	0
"ENSG00000230239"	"BX284668.3"	882	0
"ENSG00000263811"	"MIR3675"	73	0
"ENSG00000228549"	"BX284668.2"	2963	0
"ENSG00000277234"	"RNU1-5P"	144	0
"ENSG00000238142"	"BX284668.5"	508	27
"ENSG00000235241"	"BX284668.4"	508	0
"ENSG00000207005"	"RNU1-2"	164	0
"ENSG00000272426"	"BX284668.6"	438	1
"ENSG00000117122"	"MFAP2"	2915	1310
"ENSG00000226526"	"AL049569.1"	636	2
"ENSG00000159363"	"ATP13A2"	5253	630
"ENSG00000117118"	"SDHB"	2462	1205
"ENSG00000117115"	"PADI2"	5984	73
"ENSG00000204362"	"AL590644.1"	4676	33
"ENSG00000282843"	"AL590644.3"	1228	0
"ENSG00000142623"	"PADI1"	4903	22
"ENSG00000142619"	"PADI3"	3189	0
"ENSG00000266634"	"MIR3972"	87	0
"ENSG00000159339"	"PADI4"	2971	0
"ENSG00000276747"	"PADI6"	2396	0
"ENSG00000227751"	"AC004824.1"	311	3
"ENSG00000179051"	"RCC2"	4126	2107
"ENSG00000074964"	"ARHGEF10L"	7817	246
"ENSG00000236648"	"AL136529.1"	610	0
"ENSG00000117148"	"ACTL8"	1864	0
"ENSG00000284653"	"AL357509.1"	2013	0
"ENSG00000261781"	"LINC01654"	2471	0
"ENSG00000117154"	"IGSF21"	3085	3
"ENSG00000280222"	"AL365209.1"	6473	0
"ENSG00000230035"	"IGSF21-AS1"	430	0
"ENSG00000225387"	"AL591896.1"	491	0
"ENSG00000179023"	"KLHDC7A"	5145	0
"ENSG00000235282"	"DYNLL1P3"	266	0
"ENSG00000225478"	"AL031737.1"	223	0
"ENSG00000009709"	"PAX7"	6313	0
"ENSG00000179002"	"TAS1R2"	2542	0
"ENSG00000255275"	"AL080251.1"	4369	0
"ENSG00000159423"	"ALDH4A1"	3689	44
"ENSG00000265606"	"MIR4695"	74	0
"ENSG00000221662"	"MIR1290"	78	0
"ENSG00000169991"	"IFFO2"	6188	181
"ENSG00000272084"	"AL137127.1"	3402	16
"ENSG00000127481"	"UBR4"	24675	15639
"ENSG00000230424"	"AL035413.1"	507	41
"ENSG00000127463"	"EMC1"	9623	3597
"ENSG00000053372"	"MRTO4"	2822	983
"ENSG00000211454"	"AKR7L"	2768	10
"ENSG00000162482"	"AKR7A3"	1710	13
"ENSG00000270728"	"AL035413.2"	525	0
"ENSG00000053371"	"AKR7A2"	1781	579
"ENSG00000200403"	"RNU6-1099P"	107	1
"ENSG00000040487"	"PQLC2"	2686	337
"ENSG00000077549"	"CAPZB"	3238	5093
"ENSG00000240490"	"RN7SL277P"	288	0
"ENSG00000173436"	"MINOS1"	5480	155
"ENSG00000201609"	"RNU4-28P"	141	0
"ENSG00000235185"	"AL031727.2"	207	0
"ENSG00000158747"	"NBL1"	3596	75
"ENSG00000270136"	"MINOS1-NBL1"	1276	0
"ENSG00000226396"	"AL031727.1"	455	42
"ENSG00000158748"	"HTR6"	1984	5
"ENSG00000162542"	"TMCO4"	4054	71
"ENSG00000178828"	"RNF186"	1250	0
"ENSG00000235434"	"AL391883.1"	447	0
"ENSG00000169914"	"OTUD3"	6767	1217
"ENSG00000188784"	"PLA2G2E"	785	0
"ENSG00000242688"	"RN7SL304P"	301	0
"ENSG00000188257"	"PLA2G2A"	1685	362
"ENSG00000127472"	"PLA2G5"	2607	2
"ENSG00000117215"	"PLA2G2D"	2681	0
"ENSG00000158786"	"PLA2G2F"	6440	0
"ENSG00000227066"	"Z98257.1"	2639	0
"ENSG00000187980"	"PLA2G2C"	3298	1
"ENSG00000225986"	"UBXN10-AS1"	510	1
"ENSG00000162543"	"UBXN10"	5571	45
"ENSG00000228105"	"LINC01757"	480	0
"ENSG00000284710"	"Z98257.2"	1639	0
"ENSG00000158816"	"VWA5B1"	6377	78
"ENSG00000226664"	"AL020998.1"	229	0
"ENSG00000236963"	"LINC01141"	3394	0
"ENSG00000226487"	"AL139254.1"	376	0
"ENSG00000284641"	"AL139254.2"	1340	0
"ENSG00000284743"	"AL139254.3"	674	0
"ENSG00000162545"	"CAMK2N1"	2615	4400
"ENSG00000090432"	"MUL1"	2438	716
"ENSG00000215520"	"RPS4XP4"	763	0
"ENSG00000183114"	"FAM43B"	2572	2
"ENSG00000158825"	"CDA"	963	2
"ENSG00000158828"	"PINK1"	4836	997
"ENSG00000284005"	"MIR6084"	110	0
"ENSG00000117242"	"PINK1-AS"	4443	561
"ENSG00000244038"	"DDOST"	2721	7046
"ENSG00000117245"	"KIF17"	4470	77
"ENSG00000235432"	"AL663074.2"	479	0
"ENSG00000189410"	"SH2D5"	4423	235
"ENSG00000233069"	"AL663074.1"	299	0
"ENSG00000127483"	"HP1BP3"	7442	7968
"ENSG00000075151"	"EIF4G3"	9596	5884
"ENSG00000251914"	"RNU7-200P"	62	0
"ENSG00000221808"	"MIR1256"	119	0
"ENSG00000233072"	"RPS15AP6"	385	2
"ENSG00000236073"	"AL627311.1"	115	0
"ENSG00000235112"	"HSPE1P27"	296	0
"ENSG00000117298"	"ECE1"	7333	2975
"ENSG00000236936"	"AL031005.1"	723	0
"ENSG00000231105"	"AL031728.1"	2479	5
"ENSG00000236216"	"PPP1R11P1"	376	1
"ENSG00000228823"	"AL592309.1"	649	0
"ENSG00000236009"	"AL592309.2"	761	0
"ENSG00000227001"	"NBPF2P"	661	22
"ENSG00000187952"	"HS6ST1P1"	1234	0
"ENSG00000186543"	"CROCCP5"	830	0
"ENSG00000142794"	"NBPF3"	6812	210
"ENSG00000176378"	"PFN1P10"	327	0
"ENSG00000162551"	"ALPL"	3007	7
"ENSG00000233431"	"LINC02596"	821	0
"ENSG00000076864"	"RAP1GAP"	5755	595
"ENSG00000090686"	"USP48"	9497	3450
"ENSG00000231978"	"AL590103.1"	307	0
"ENSG00000187942"	"LDLRAD2"	4490	21
"ENSG00000142798"	"HSPG2"	18104	8151
"ENSG00000232037"	"AL590556.1"	483	0
"ENSG00000283234"	"AL590556.2"	1162	0
"ENSG00000219073"	"CELA3B"	1541	0
"ENSG00000285959"	"AL590556.3"	1611	0
"ENSG00000273610"	"RN7SL386P"	297	0
"ENSG00000201919"	"RNU6-1022P"	104	0
"ENSG00000142789"	"CELA3A"	1224	0
"ENSG00000278124"	"RN7SL186P"	297	0
"ENSG00000201273"	"RNU6-776P"	104	0
"ENSG00000228397"	"LINC01635"	1126	1
"ENSG00000218510"	"LINC00339"	3764	166
"ENSG00000285721"	"AL031281.2"	10598	46
"ENSG00000285752"	"AL031281.3"	2574	0
"ENSG00000285794"	"AL031281.4"	222	0
"ENSG00000070831"	"CDC42"	3598	52
"ENSG00000230068"	"CDC42-IT1"	692	12
"ENSG00000271428"	"AL031281.1"	488	0
"ENSG00000162552"	"WNT4"	4527	187
"ENSG00000285873"	"AL445253.1"	811	16
"ENSG00000266564"	"MIR4418"	62	0
"ENSG00000234397"	"PPIAP34"	492	1
"ENSG00000279625"	"AL591122.1"	1853	0
"ENSG00000184677"	"ZBTB40"	9169	1513
"ENSG00000237200"	"ZBTB40-IT1"	273	9
"ENSG00000070886"	"EPHA8"	5358	0
"ENSG00000276835"	"MIR6127"	109	0
"ENSG00000173372"	"C1QA"	1272	0
"ENSG00000159189"	"C1QC"	1335	1
"ENSG00000173369"	"C1QB"	1601	1
"ENSG00000133216"	"EPHB2"	12516	1299
"ENSG00000265422"	"MIR4684"	82	0
"ENSG00000225952"	"AL512444.1"	480	0
"ENSG00000264014"	"MIR4253"	68	0
"ENSG00000215906"	"LACTBL1"	1641	0
"ENSG00000227868"	"TEX46"	658	2
"ENSG00000004487"	"KDM1A"	5440	3906
"ENSG00000240553"	"AL031428.1"	666	0
"ENSG00000263793"	"MIR3115"	68	0
"ENSG00000266802"	"MIR4419A"	77	0
"ENSG00000169641"	"LUZP1"	9658	1370
"ENSG00000229010"	"AL161672.1"	818	0
"ENSG00000206935"	"RNU6-514P"	107	0
"ENSG00000252578"	"RNU6-135P"	101	0
"ENSG00000179546"	"HTR1D"	2835	9
"ENSG00000215381"	"AL109936.1"	460	2
"ENSG00000261326"	"LINC01355"	5445	474
"ENSG00000284726"	"AL109936.6"	604	0
"ENSG00000125944"	"HNRNPR"	8676	7356
"ENSG00000125945"	"ZNF436"	4392	829
"ENSG00000249087"	"ZNF436-AS1"	2655	123
"ENSG00000201405"	"RF00019"	93	0
"ENSG00000271420"	"AL109936.2"	650	0
"ENSG00000204219"	"TCEA3"	3515	193
"ENSG00000232482"	"AL357134.1"	426	0
"ENSG00000088280"	"ASAP3"	4988	1268
"ENSG00000007968"	"E2F2"	5457	88
"ENSG00000235052"	"AL021154.1"	456	3
"ENSG00000117318"	"ID3"	1797	827
"ENSG00000285802"	"AL450043.1"	1322	0
"ENSG00000197880"	"MDS2"	2142	0
"ENSG00000229239"	"AL451000.1"	1186	0
"ENSG00000142676"	"RPL11"	2659	31006
"ENSG00000011007"	"ELOA"	5391	2264
"ENSG00000236810"	"ELOA-AS1"	1347	97
"ENSG00000057757"	"PITHD1"	2186	1110
"ENSG00000011009"	"LYPLA2"	2196	368
"ENSG00000117308"	"GALE"	3978	869
"ENSG00000117305"	"HMGCL"	5658	989
"ENSG00000179163"	"FUCA1"	2047	911
"ENSG00000188822"	"CNR2"	5254	0
"ENSG00000229106"	"BTBD6P1"	1267	2
"ENSG00000232557"	"AL590609.3"	210	0
"ENSG00000264926"	"MIR378F"	78	0
"ENSG00000230228"	"AL590609.2"	368	1
"ENSG00000189266"	"PNRC2"	2779	2141
"ENSG00000188529"	"SRSF10"	10277	5214
"ENSG00000215905"	"AL590609.1"	328	0
"ENSG00000225315"	"AL591178.1"	454	0
"ENSG00000142661"	"MYOM3"	9254	0
"ENSG00000230703"	"AL591178.2"	461	0
"ENSG00000142677"	"IL22RA1"	2798	0
"ENSG00000185436"	"IFNLR1"	4923	7
"ENSG00000230023"	"AL590683.1"	1849	0
"ENSG00000232298"	"AL138902.1"	856	0
"ENSG00000158055"	"GRHL3"	3940	37
"ENSG00000001460"	"STPG1"	8511	305
"ENSG00000001461"	"NIPAL3"	9404	4831
"ENSG00000117602"	"RCAN3"	7077	539
"ENSG00000264443"	"AL445686.2"	1445	3
"ENSG00000184454"	"NCMAP"	4122	14
"ENSG00000227312"	"AL445686.1"	348	0
"ENSG00000239106"	"RF00019"	103	0
"ENSG00000133226"	"SRRM1"	8168	6178
"ENSG00000284699"	"AL445648.1"	886	0
"ENSG00000169504"	"CLIC4"	4495	21673
"ENSG00000238482"	"RNU6-1208P"	107	0
"ENSG00000020633"	"RUNX3"	4523	12
"ENSG00000278034"	"MIR6731"	72	0
"ENSG00000229162"	"AL445471.1"	820	0
"ENSG00000261025"	"AL445471.2"	2443	0
"ENSG00000264371"	"MIR4425"	84	0
"ENSG00000285823"	"AL050344.2"	1431	0
"ENSG00000233755"	"AL050344.1"	863	0
"ENSG00000233419"	"AL121994.1"	402	0
"ENSG00000231953"	"AL031432.1"	988	0
"ENSG00000117614"	"SYF2"	3370	1924
"ENSG00000284602"	"AL031432.4"	2190	34
"ENSG00000284657"	"AL031432.5"	760	2
"ENSG00000117616"	"RSRP1"	6804	49105
"ENSG00000272432"	"AL031432.3"	485	5
"ENSG00000261349"	"AL031432.2"	459	50
"ENSG00000187010"	"RHD"	3313	0
"ENSG00000224183"	"SDHDP6"	480	2
"ENSG00000259984"	"AL928711.1"	459	8
"ENSG00000183726"	"TMEM50A"	3410	5199
"ENSG00000188672"	"RHCE"	2433	11
"ENSG00000238084"	"AL031284.1"	478	2
"ENSG00000204178"	"MACO1"	3979	1376
"ENSG00000157978"	"LDLRAP1"	5397	869
"ENSG00000225643"	"AL606491.1"	483	11
"ENSG00000117643"	"MAN1C1"	9026	167
"ENSG00000233478"	"AL031280.1"	2224	0
"ENSG00000162430"	"SELENON"	4424	1253
"ENSG00000255054"	"AL020996.2"	792	0
"ENSG00000228172"	"AL020996.1"	2793	23
"ENSG00000117640"	"MTFR1L"	5817	1109
"ENSG00000272478"	"AL020996.3"	222	0
"ENSG00000127423"	"AUNIP"	2408	32
"ENSG00000236528"	"AL033528.2"	849	3
"ENSG00000182749"	"PAQR7"	3297	258
"ENSG00000207302"	"RF00019"	110	0
"ENSG00000117632"	"STMN1"	6261	5395
"ENSG00000229786"	"SNRPFP2"	251	0
"ENSG00000223624"	"AL033528.1"	140	0
"ENSG00000283938"	"MIR3917"	93	0
"ENSG00000158006"	"PAFAH2"	3835	464
"ENSG00000207237"	"RNU6-110P"	104	0
"ENSG00000252190"	"RF00492"	125	0
"ENSG00000252691"	"RF00283"	84	0
"ENSG00000158008"	"EXTL1"	4537	4
"ENSG00000158014"	"SLC30A2"	3498	2
"ENSG00000284309"	"AL391650.2"	941	0
"ENSG00000158022"	"TRIM63"	2573	19
"ENSG00000175087"	"PDIK1L"	4535	390
"ENSG00000197245"	"FAM110D"	2858	0
"ENSG00000282872"	"C1orf232"	761	0
"ENSG00000236782"	"AL391650.1"	2073	5
"ENSG00000142684"	"ZNF593"	769	158
"ENSG00000142675"	"CNKSR1"	4043	31
"ENSG00000188782"	"CATSPER4"	2030	0
"ENSG00000236155"	"AL355877.1"	3191	0
"ENSG00000278572"	"AL355877.3"	899	0
"ENSG00000130695"	"CEP85"	5145	305
"ENSG00000270733"	"AL355877.2"	358	0
"ENSG00000142669"	"SH3BGRL3"	1786	761
"ENSG00000158062"	"UBXN11"	4704	253
"ENSG00000169442"	"CD52"	935	4
"ENSG00000176092"	"CRYBG2"	6895	4
"ENSG00000225854"	"AL451139.1"	346	0
"ENSG00000176083"	"ZNF683"	2379	0
"ENSG00000131914"	"LIN28A"	4008	1
"ENSG00000117682"	"DHDDS"	5596	1253
"ENSG00000223583"	"AL513365.1"	535	3
"ENSG00000225891"	"AL513365.2"	529	2
"ENSG00000198830"	"HMGN2"	2509	3148
"ENSG00000224129"	"DPPA2P2"	897	0
"ENSG00000117676"	"RPS6KA1"	5884	556
"ENSG00000238705"	"MIR1976"	52	0
"ENSG00000243905"	"RN7SL679P"	304	0
"ENSG00000252802"	"RF00019"	102	0
"ENSG00000252429"	"RNU7-29P"	64	0
"ENSG00000229247"	"AL627313.1"	238	0
"ENSG00000238316"	"RF01210"	104	0
"ENSG00000235069"	"AL627082.1"	235	0
"ENSG00000260063"	"AL512408.1"	2000	13
"ENSG00000117713"	"ARID1A"	15928	4226
"ENSG00000060642"	"PIGV"	3382	267
"ENSG00000241188"	"RN7SL165P"	291	0
"ENSG00000204160"	"ZDHHC18"	5436	588
"ENSG00000175793"	"SFN"	1320	25
"ENSG00000226698"	"AL034380.1"	306	1
"ENSG00000142751"	"GPN2"	4979	806
"ENSG00000198746"	"GPATCH3"	2225	269
"ENSG00000090273"	"NUDC"	2856	1966
"ENSG00000131910"	"NR0B2"	1156	0
"ENSG00000175707"	"KDF1"	1793	18
"ENSG00000172746"	"RPL12P13"	497	7
"ENSG00000224064"	"AL356390.1"	397	0
"ENSG00000225294"	"OSTCP2"	444	2
"ENSG00000253368"	"TRNP1"	1976	1562
"ENSG00000158246"	"TENT5B"	2368	221
"ENSG00000090020"	"SLC9A1"	5974	477
"ENSG00000229985"	"AL590640.2"	527	0
"ENSG00000214973"	"CHCHD3P3"	640	7
"ENSG00000225159"	"NPM1P39"	867	78
"ENSG00000225990"	"SNRPEP7"	220	0
"ENSG00000224311"	"AL590640.1"	379	0
"ENSG00000142784"	"WDTC1"	6024	928
"ENSG00000252098"	"RF00019"	104	0
"ENSG00000243659"	"FO393419.3"	282	0
"ENSG00000186501"	"TMEM222"	4476	430
"ENSG00000206888"	"RNU6-48P"	107	3
"ENSG00000241547"	"ACTG1P20"	468	17
"ENSG00000142765"	"SYTL1"	5584	40
"ENSG00000142733"	"MAP3K6"	4951	432
"ENSG00000142748"	"FCN3"	2167	0
"ENSG00000174950"	"CD164L2"	2041	0
"ENSG00000231207"	"FO393419.1"	355	0
"ENSG00000181773"	"GPR3"	2115	21
"ENSG00000158195"	"WASF2"	5676	4430
"ENSG00000241169"	"FO393419.2"	428	0
"ENSG00000237429"	"BX293535.1"	283	5
"ENSG00000126705"	"AHDC1"	8297	1276
"ENSG00000000938"	"FGR"	3474	1
"ENSG00000235912"	"AL031729.1"	192	23
"ENSG00000233975"	"LINC02574"	441	0
"ENSG00000126709"	"IFI6"	865	284
"ENSG00000225886"	"AL445490.1"	1651	0
"ENSG00000206767"	"RNU6-949P"	107	0
"ENSG00000226662"	"CHMP1AP1"	662	0
"ENSG00000207095"	"RNU6-424P"	105	0
"ENSG00000009780"	"FAM76A"	4034	396
"ENSG00000231344"	"AL020997.1"	349	2
"ENSG00000230833"	"RPEP3"	676	0
"ENSG00000117758"	"STX12"	3846	1736
"ENSG00000269971"	"AL020997.2"	184	0
"ENSG00000270031"	"AL020997.3"	359	4
"ENSG00000223062"	"RNU6-1245P"	106	0
"ENSG00000117751"	"PPP1R8"	2819	1308
"ENSG00000252947"	"SCARNA1"	166	0
"ENSG00000130775"	"THEMIS2"	4621	2
"ENSG00000117748"	"RPA2"	2019	758
"ENSG00000130768"	"SMPDL3B"	2670	69
"ENSG00000227050"	"AL512288.1"	491	0
"ENSG00000158156"	"XKR8"	2743	224
"ENSG00000158161"	"EYA3"	6483	815
"ENSG00000238231"	"AL512288.2"	367	1
"ENSG00000240750"	"RN7SL559P"	297	1
"ENSG00000228589"	"SPCS2P4"	681	17
"ENSG00000228943"	"AL137792.2"	235	0
"ENSG00000214812"	"AL137792.1"	557	1
"ENSG00000253005"	"RNU6-176P"	105	0
"ENSG00000169403"	"PTAFR"	4706	4
"ENSG00000126698"	"DNAJC8"	2888	3687
"ENSG00000130770"	"ATP5IF1"	2225	1257
"ENSG00000270605"	"AL353622.1"	1945	84
"ENSG00000271398"	"AL353622.2"	425	0
"ENSG00000130766"	"SESN2"	3453	618
"ENSG00000130772"	"MED18"	2019	209
"ENSG00000204138"	"PHACTR4"	7322	1616
"ENSG00000206779"	"RF00019"	101	0
"ENSG00000229820"	"CR391992.1"	394	1
"ENSG00000221216"	"RNU6ATAC27P"	119	1
"ENSG00000180198"	"RCC1"	3888	1002
"ENSG00000242125"	"SNHG3"	4088	1010
"ENSG00000274266"	"SNORA73A"	206	0
"ENSG00000200087"	"SNORA73B"	204	34
"ENSG00000231468"	"PRDX3P2"	611	2
"ENSG00000279443"	"AL513497.1"	2083	20
"ENSG00000180098"	"TRNAU1AP"	4311	297
"ENSG00000197989"	"SNHG12"	4266	309
"ENSG00000221539"	"SNORD99"	74	4
"ENSG00000278274"	"SNORA61"	130	0
"ENSG00000273544"	"SNORA44"	132	0
"ENSG00000280498"	"SNORA16A"	135	0
"ENSG00000274582"	"SNORA16A"	137	0
"ENSG00000120656"	"TAF12"	2337	673
"ENSG00000188060"	"RAB42"	2200	53
"ENSG00000229388"	"LINC01715"	978	4
"ENSG00000270103"	"AL360012.1"	131	0
"ENSG00000274978"	"RNU11"	134	0
"ENSG00000162419"	"GMEB1"	6459	840
"ENSG00000252777"	"RF00422"	130	0
"ENSG00000198492"	"YTHDF2"	3859	2571
"ENSG00000116329"	"OPRD1"	9345	7
"ENSG00000233427"	"AL009181.1"	1085	3
"ENSG00000199756"	"RF00019"	110	0
"ENSG00000159023"	"EPB41"	19993	2428
"ENSG00000225616"	"AL138785.1"	331	27
"ENSG00000206704"	"RF00019"	101	0
"ENSG00000277958"	"RF00017"	282	0
"ENSG00000253304"	"TMEM200B"	2639	577
"ENSG00000225750"	"AL357500.1"	279	1
"ENSG00000116350"	"SRSF4"	8893	3022
"ENSG00000277916"	"RF02271"	169	0
"ENSG00000116353"	"MECR"	3922	467
"ENSG00000237934"	"AL590729.1"	573	0
"ENSG00000060656"	"PTPRU"	6682	2882
"ENSG00000230523"	"LINC01756"	2148	0
"ENSG00000225011"	"AL671862.1"	349	0
"ENSG00000228176"	"AC092265.1"	498	0
"ENSG00000284676"	"AL645944.2"	1953	0
"ENSG00000270927"	"AL645944.1"	493	0
"ENSG00000233399"	"LINC01648"	1519	0
"ENSG00000233372"	"AL137076.1"	551	0
"ENSG00000231251"	"AL021921.1"	93	0
"ENSG00000236335"	"AL161638.2"	507	0
"ENSG00000231949"	"AL161638.1"	481	0
"ENSG00000162510"	"MATN1"	4606	47
"ENSG00000186056"	"MATN1-AS1"	4024	135
"ENSG00000162511"	"LAPTM5"	3274	5
"ENSG00000264773"	"MIR4420"	77	0
"ENSG00000229607"	"AL137027.1"	444	0
"ENSG00000223382"	"LINC01778"	1646	0
"ENSG00000222784"	"RN7SKP91"	288	0
"ENSG00000235143"	"AL445235.1"	1747	0
"ENSG00000162512"	"SDC3"	7067	1452
"ENSG00000266210"	"RN7SL371P"	267	0
"ENSG00000134644"	"PUM1"	6621	6305
"ENSG00000237329"	"AL356320.2"	507	0
"ENSG00000232768"	"AL356320.1"	163	0
"ENSG00000215900"	"SELENOWP1"	252	0
"ENSG00000225142"	"AC114495.1"	436	0
"ENSG00000084628"	"NKAIN1"	2987	19
"ENSG00000060688"	"SNRNP40"	3881	677
"ENSG00000229447"	"AC114495.2"	437	8
"ENSG00000121766"	"ZCCHC17"	1921	544
"ENSG00000229044"	"AL451070.1"	439	3
"ENSG00000121769"	"FABP3"	1026	938
"ENSG00000168528"	"SERINC2"	3549	113
"ENSG00000215899"	"AC209007.1"	1342	1
"ENSG00000206981"	"RNU6-40P"	107	0
"ENSG00000260386"	"LINC01225"	3555	0
"ENSG00000265961"	"RF00019"	114	0
"ENSG00000284543"	"LINC01226"	9848	1
"ENSG00000229167"	"AC114488.1"	591	0
"ENSG00000142910"	"TINAGL1"	5281	25
"ENSG00000121764"	"HCRTR1"	2558	1
"ENSG00000162517"	"PEF1"	2227	949
"ENSG00000235790"	"AC114488.2"	2216	4
"ENSG00000264078"	"AC114488.3"	480	0
"ENSG00000084636"	"COL16A1"	9269	2056
"ENSG00000121753"	"ADGRB2"	7756	622
"ENSG00000266580"	"MIR4254"	76	0
"ENSG00000254545"	"AL354919.2"	537	0
"ENSG00000134668"	"SPOCD1"	7085	21
"ENSG00000203620"	"AL354919.1"	2257	0
"ENSG00000269967"	"AL136115.2"	587	7
"ENSG00000184007"	"PTP4A2"	6719	8592
"ENSG00000228634"	"AL136115.1"	517	0
"ENSG00000284702"	"AL136115.3"	1873	0
"ENSG00000121774"	"KHDRBS1"	3588	8476
"ENSG00000203325"	"AL445248.1"	624	0
"ENSG00000121775"	"TMEM39B"	2820	167
"ENSG00000266203"	"MIR5585"	59	0
"ENSG00000276493"	"RF00017"	291	0
"ENSG00000025800"	"KPNA6"	7480	3537
"ENSG00000250135"	"AL049795.2"	667	0
"ENSG00000084652"	"TXLNA"	5103	2504
"ENSG00000160050"	"CCDC28B"	2818	205
"ENSG00000224066"	"AL049795.1"	1357	39
"ENSG00000160051"	"IQCC"	2478	93
"ENSG00000222046"	"DCDC2B"	1869	1
"ENSG00000160055"	"TMEM234"	3571	242
"ENSG00000084623"	"EIF3I"	1725	3813
"ENSG00000220785"	"MTMR9LP"	2961	61
"ENSG00000183615"	"FAM167B"	936	9
"ENSG00000182866"	"LCK"	3339	5
"ENSG00000277617"	"RF00017"	260	0
"ENSG00000252450"	"RF00019"	110	0
"ENSG00000116478"	"HDAC1"	3963	1988
"ENSG00000175130"	"MARCKSL1"	1699	1464
"ENSG00000233775"	"AL109945.1"	687	1
"ENSG00000162526"	"TSSK3"	2191	17
"ENSG00000225828"	"FAM229A"	2845	131
"ENSG00000160058"	"BSDC1"	6271	1759
"ENSG00000224333"	"GAPDHP20"	1007	0
"ENSG00000270850"	"AL356986.1"	341	0
"ENSG00000229259"	"LRRC37A12P"	1801	0
"ENSG00000263529"	"RN7SL122P"	301	0
"ENSG00000254553"	"AL033529.1"	3447	0
"ENSG00000273274"	"ZBTB8B"	12834	243
"ENSG00000160062"	"ZBTB8A"	7075	1002
"ENSG00000176261"	"ZBTB8OS"	3531	625
"ENSG00000200591"	"RF00019"	102	0
"ENSG00000162521"	"RBBP4"	9470	8827
"ENSG00000162520"	"SYNC"	3487	879
"ENSG00000224409"	"AC114489.1"	395	0
"ENSG00000162522"	"KIAA1522"	5965	2814
"ENSG00000134684"	"YARS"	8212	5676
"ENSG00000116497"	"S100PBP"	9194	1293
"ENSG00000160097"	"FNDC5"	3139	29
"ENSG00000121905"	"HPCA"	1991	4
"ENSG00000121900"	"TMEM54"	1417	79
"ENSG00000116514"	"RNF19B"	2610	351
"ENSG00000278966"	"AL031602.1"	911	0
"ENSG00000217644"	"AL355864.1"	526	0
"ENSG00000239670"	"AL355864.2"	863	0
"ENSG00000236065"	"AL020995.1"	1680	0
"ENSG00000004455"	"AK2"	5727	2488
"ENSG00000276645"	"RF00017"	345	2
"ENSG00000142920"	"AZIN2"	6559	116
"ENSG00000278997"	"AL662907.1"	1360	8
"ENSG00000116525"	"TRIM62"	3646	139
"ENSG00000279179"	"AL662907.2"	3448	1
"ENSG00000284721"	"AL662907.3"	1947	1
"ENSG00000160094"	"ZNF362"	3331	1765
"ENSG00000270115"	"AL513327.3"	469	15
"ENSG00000184389"	"A3GALT2"	1023	1
"ENSG00000225313"	"AL513327.1"	4015	0
"ENSG00000134686"	"PHC2"	4975	1565
"ENSG00000284154"	"MIR3605"	100	0
"ENSG00000222112"	"RN7SKP16"	299	15
"ENSG00000233246"	"AL513327.2"	490	2
"ENSG00000234512"	"TLR12P"	2706	0
"ENSG00000121903"	"ZSCAN20"	5308	268
"ENSG00000235907"	"AC115285.1"	736	0
"ENSG00000121904"	"CSMD2"	18157	57
"ENSG00000227000"	"HSPD1P14"	1618	0
"ENSG00000176256"	"HMGB4"	2561	0
"ENSG00000231163"	"CSMD2-AS1"	2253	0
"ENSG00000201148"	"RNA5SP42"	115	0
"ENSG00000142698"	"C1orf94"	2576	0
"ENSG00000270241"	"AC115286.1"	434	0
"ENSG00000207941"	"MIR552"	96	0
"ENSG00000163866"	"SMIM12"	8091	475
"ENSG00000189280"	"GJB5"	1355	7
"ENSG00000189433"	"GJB4"	2840	0
"ENSG00000255811"	"AL121988.1"	560	0
"ENSG00000188910"	"GJB3"	2387	0
"ENSG00000187513"	"GJA4"	1717	0
"ENSG00000230163"	"AL122010.1"	720	0
"ENSG00000116544"	"DLGAP3"	3977	13
"ENSG00000284773"	"AC114490.3"	3163	69
"ENSG00000241014"	"AC114490.1"	1887	10
"ENSG00000271741"	"AC114490.2"	3099	0
"ENSG00000243749"	"TMEM35B"	922	0
"ENSG00000163867"	"ZMYM6"	9591	611
"ENSG00000197056"	"ZMYM1"	5220	876
"ENSG00000233940"	"RPL12P45"	478	0
"ENSG00000228348"	"EFCAB14P1"	463	1
"ENSG00000284640"	"AL590434.1"	1886	1
"ENSG00000116560"	"SFPQ"	7426	12116
"ENSG00000201868"	"RF00019"	94	0
"ENSG00000146463"	"ZMYM4"	7647	4573
"ENSG00000240374"	"RN7SL503P"	303	0
"ENSG00000201542"	"RF00091"	152	0
"ENSG00000229994"	"RPL5P4"	886	109
"ENSG00000227409"	"ZMYM4-AS1"	459	0
"ENSG00000278702"	"RF00017"	323	0
"ENSG00000142687"	"KIAA0319L"	9629	3090
"ENSG00000236274"	"AC004865.1"	1003	0
"ENSG00000020129"	"NCDN"	4917	402
"ENSG00000239636"	"AC004865.2"	1030	7
"ENSG00000116819"	"TFAP2E"	2216	39
"ENSG00000126067"	"PSMB2"	4843	3962
"ENSG00000142686"	"C1orf216"	3629	485
"ENSG00000092853"	"CLSPN"	5411	530
